lang_id,text
afr,daardie gedeelte van die uitgawes hierbo genoem wat van belasbare inkomste oorskry voor hierdie aftrekking sal as aftrekking kwalifiseer eis u kwalifiserende uitgawes die beperking sal deur sars bereken word
xho,unyango lwasezibhedlele lufumaneka ikakhulu kumacandelo afumaneka phaya kwiinqila ezisezidolophini kodwa loo maziko akwabonelela ngezonyango nezigulane ezikulo lonke eli phondo ngokwemimandla echongiweyo
tsn,c mabaka a tshiamelo mabaka le mokgwa wa tuelo ya ketleetso nngwe le nngwe go tikwatikwe ya go nna jalo le d mabaka mangwe le mangwe a a amanang le tikwatikwe ya go nna jalo a a ka kgosa a a tshwanetseng go laolelwa go ya ka molao o
ven,u ÿadzisa kha zwine zwa vha hone kha pansalb na hansard kha tshomedzo dza luambo zwiüwe zwiýirakitsha zwine zwa fanela u simiwa u kona u langula u thoma u shumiswa ha phoþisi ya luambo ndi dziyuniti dza luambo foramu ya luambo ya lushaka ya na khoro ya luambo ya vhoradzinyambo ya afrika tshipembe
nbl,la ongasekho atjhiya khona iwili kodwa isikhulu sekhotho sayala iwili leyo kuphakanyiswa bona isikhulu sekhotho sikhuphe isitifikedi sokukhethwa hayi ukuthi indaba leyo siyibuyisele endaweni yokusebenzela
ven,vhabebi vhanu vha tea u ṋekana nga vhuṱanzi ha vhudzulapo havho kana thendelo ya vhudzulo ha tshoṱhe afrika tshipembe vhuṱanzi uvho vhu nga vha nga maṅwalo a vhune kana thendelo dza vhudzulo ha tshoṱhe
ssw,uma ungavumi mayelana nalesincumo ungaphikisana nalesincumo kulendvuna yelitiko letentfutfuko yetenhlalakahle nobe kulilunga lemkhandlu lophakeme ehhovisini lavelonkhe nobe lesifundza litiko letentfutfuko yetenhlalakahle ngencwadzi uchaze kutsi kungani uphikisane nalesincumo
tsn,ba amoga gongwe a hirisa dithoto dingwe tse di bonweng ka mokgwa oo kgotsa ca letla gore go dirisiwe dithoto tseo tse di sa sutisiweng tse di bonweng go tsweletsa molao mongwe le mongwe ka seemo se se tla rebolwang ke mokaedi-kakaretso
zul,isigungu seziphathimandla singenza izivumelwano zokwehliselana imali ekhokhwayo noma izivumelwano phakathi kombuso nomkhakha wangasese noma imuphi omunye umuntu okuyothi ngokwaleso sivumelwano lowo muntu agunyazwe okwesikhathi esithile nangaphansi kwemibandela ethile ukuba
sot,ho hokela bomasepala ba selehae ditshebeletsong tse loketseng lesedi le thupelo le ho fana ka menyetla bakeng sa ho arolelana dikgopolo le boiphihlelo le ho nka mehato e itseng ya moralo ka diwekshopo tse kopantsweng
tsn,lemoga le go tlhalosa dielo tsa setso loago tikologo le botho mo merabeng jaaka molaetsa wa kanedi le bomosola jwa ona mo mabakeng a a farologaneng merero ya itekanelo le tekatekano mabapi le maemo a a farologaneng le baanelwa jj
ssw,uma aba sengotini lengaba nemtselela emphilweni yakhe nobe ibangele kulimala bika lengoti kumcashi kanye nasemuntfwini logunyatiwe nobe kummeli wetemphilo nekuphepha ngekuphutfuma hhayi ngemuva kwekuphela kwesikhatsi sekusebenta
afr,n ouer kan n staatskool of n geregistreerde onafhanklike skool om hulp nader om n geskikte persoon in die hande te kry die beoordelaar moet n verklaring aan die hoof van onderwys voorlê wat bevestig dat die leerder die vereiste vlak bereik het
tso,u fanele ku vona leswaku leswi u swi tirhisaka loko u karhi u tirha a swi nga ku sindzisi ku tlatlambela loko u lava ku swi tirhisa tshama u karhi u cinca mayimele ya wena leswaku u nga tshikileli misiha ya wena emirini
tso,ndzi te ndza ha govile hi vurhena ndzo twa munhu a yima kwala mahlweni ka xitafulana xa mina a languta leswi ndzi swi tsalaka ndzo tlakusa nhloko mudyondzi wa nhwanyana wa mulungu a yima kwala mahlweni ka mina a nga fambi
sot,dipholisi di tshwanetse ho tiisa hore metse e fumanamelemo e phahameng ka ho fetisisa lenaneong la yona mmuso o tshwanetse ho tiisa hore lenaneo le sisintsweng ke mokgatlo wa motse ke lenaneo le molemo haholo la ho etsa moruo ka ho sebedisa mehlodi ya tlhaho
tso,loko uri na vutsoniwa lebyi endlaka leswaku u nga swi koti ku hlaya ku vona hambi ku ri ku yingisela leswi rhikhodo yi nga humesisiwa xiswona kombisa muxaka wa vutsoniwa bya wean na leswi rhikhodo u yi lavisaka swona
afr,ek verklaar dat daar aan die aansoeker geen wesenlike wanvoorstelling van enige feite is nie in die geval van wesenlike wanvoorstelling of onwettige optrede onderneem ek om alle gelde wat aan my betaal is terug te betaal as gevolg van die wanvoorstelling of optrede
xho,nawuphi na umntu ongaphumeleliyo ukuthobela naliphi na igatya lale mimiselo unetyala kwaye kufuneka agwetyelwe isohlwayo okanye ukuba avalelwe ixesha elingadluliyo kwiminyaka emihlanu okanye zombini isohlwayo okanye ukuvalelwa okunjalo
nso,mogale o mo lebelela ka setu le go mo kwela bohloko o lebetše batho lesoso o be o re o tšeela mošemanyana ngwanenyana wa gagwe a napa a go thika le bagwera ba gagwe ba go betha ka matswele le go go raga ka dieta
ven,musi khumbelo yo no shumiwa hu ḓo rumelwa nḓivhadzo kha e-mail ye vha ṋekedza yone arali vha sa ṋekedza aḓirese yavho ya e-mail vha nga kwama davhi ḽa ofisi ya sars ḽa tsinisa navho nga murahu ha ḓuvha ḽithihi ḽa mushumo
sot,ka mora ho katleho ya ho netefatswa ha dintlha lebitso la hae le tla kenyelletswa lenaneng la bakgethi batho bohle bao mabitso a bona a leng lenaneng la bakgethi ba tla kgona ho kgetha ka letsatsi la dikgetho le tlang ho tsebiswa ke mopresidente
nbl,amanzi aphephileko wokudla amanzi wokukhambisa izindlwana zokuphumela namanzi wokuhlamba kunye namanzi wokukhulisa iintjalo aqakatheke khulu ekurarheni ubuchaka esewula afrika ukuthuthukiswa kweendawo zemakhaya kunye nokuvuselelwa kweendawo zemadrobheni kokubili kusime ngamanzi ukuthi kuphumelele
zul,ikheli le-website yokuxhumana nohulumeni elithi www gov za lenza ukuthi ukwazi ukungena nokuxhumana kwikhasi okungenwa ngalo le-website kahulumeni waseningizimu afrika elinikezela ngesango lokungena kanye ne-website yolwazi lukahuumeni
ssw,ngekuya ngembiko lomiswe kusigatjana b indvuna ingacela indvuna yetetimali kutsi ilungise ibhajethi yavelonkhe ngendlela lemiswe kutigaba na temtsetfo wekuphatfwa kwetimali tesive umtsetfo no wanga kute kubuyiselwe imali lelahlekile yesikhwama
sot,sehlopha sa lona se ne se ile ditlhodisanong tsa mmino tsa matsatsi a mahlano motsekapa matsatsing ao a mahlano ho etsahetse diketsahalo tse ngata tseo o sa lakatseng ho ka di lebala ngola dayari bukatsatsi ya matsatsi a mahlano eo ho yona o ngolang ka ketsahalo tseo
zul,isigaba isahluko kuya ku sikhuluma ngokuvumeleka kokuhlala ogwini ngokuphathelene nokulungiswa ukumiswa isikhashana noma ukumiswa kwemvume lezizinguquko ukumiswa kwesikhashana kanye nokumiswa kwezimvume kuchazwe kabanzi kwi-sahluko
tso,na le ka n wina irene u yime nkarhinyana a hlalela wanuna loyi a a vulavula a ri eku fambeni a a nga twisisi leswaku a a n wi vula mhani hi leri nge yini yena a a nga ri na n wana naswona a a nga tsakeli swinene ku vuriwa mhani hi vavanuna lavakulu
sot,dikamano mahareng a makala a tsamaiso ya metsi le makala a tsamaiso ya ditshebeletso tsa metsi di hlalositswe ka botlalo kgaolong ya kenyeketso ya baemedi ba lehae le diprovense ho diboto tsa makala a ikemetseng a tsamaiso ya dibaka tsa metsi e ikemiseditse ho hodisa dikamano tsena
tsn,a laola patlisiso ya ditshedi tsa matheriale wa tlhago o o tswang mo metsweding ya baoloji ya tlholego le b go tlamelela kgaogano ya ditshiamelo e e siameng e e lekanang e e tswang mo patlisisong ya disthedi tsa matheriale wa tlhago o o tswang mo metsweding ya baoloji ya tlholego
ven,mulayo wa u dzhielwa nha ha mbingano ya tshirema wa vhu wa wo thoma u shuma nga a lara nahone wo fhelisa khethekanyo ya u swika kha ya mulayo wa ndangulo wa vharema na mbetshelwa kha mulayo wa mbingano wa transkei we wa tendela mbingano mbili
tsn,le kaela modirisi wa tsela go fokotsa lebelo gongwe go emisa fa go tlhokega go bontsha boineelo ka go naya tshwanelo ya go feta go motsamayakadinao yo o kabaganyang tsela fa makgabaganyong a batsamayakadinao
ssw,uma kunesidzingo nelunako ngekuphepha kwakho nobe kwafakazi liphoyisa umshushisi nobe ummelli weluphiko lwekuvikela bofakazi utawukhona kukwecwayisa ngalokumele ukwente kute uphephe batawukusita bagcine lapho bangefika khona
ssw,kuphela kwetinwele kubhema kwenta emasotja emtimba angabi namandla bese umtimba ungenwa malula tifo letifana ne-lupus erythematosus lesingabangela kuphela kwetinwele tilonjana emlonyeni kanye nematfutfumba emehlweni enhloko kanye nasetandleni
tso,miholo timali ta mpfuneto na mimbuyelo ya khale ka vasenatara lava thoriweke tanihi murhumiwa wa nkarhi hinkwawo kumbe xirho xa palamende ya xifundzhankulu a swi hungutiwi hi xivangelo ntsena xa ku thoriwa koloko
ssw,kusungula emadlelandzawonye neluchungechunge nebabambimsuka labafanelekile kutsi kuphawulwe emathalente kuphindze kuniketwe kwesekela kwetesayensi kuceceshwa kucecesha kutfutfukiswa kwemakhono emphilo kanye nekwesekela kwetenhlalakahle
eng,the registrar with the agreement of the presidency and the prosecutor shall propose staff regulations which include the terms and conditions upon which the staff of the court shall be appointed remunerated and dismissed the staff regulations shall be approved by the assembly of states parties
xho,umbutho welizwe langaphandle ongaphandle komzantsi afrika onqwenela ukuqhuba naliphi na ishishini emzantsi afrika ungenza isicelo sepemethe njengenkampani yelizwe langaphandle inkampani yelizwe langaphandle yinkampani ebhaliswe kwilizwe langaphandle kwaye enqwenela ukuseka inkampani emzantsi afrika
zul,amaholo imihlomulo kanye nezibonelelo ezinikezelwa yilungu lomkhandlu ophethe elibhekele ezezimali ngokuhambisana nesigatshana akungabi ngaphansi kwalokhu okumele kukhokhelwe ilungu labasebenzi benkampani ngokushesha ekudluliselweni kwalo kwenye indawo
zul,umsebenzi onelayisense ukuhlola noma yini yokusebenza impahla yokusebenza imishini incwadi i-akhawunti noma yimuphi omunye umqulu otholakale lapho futhi b afune ukuthi noma ngubani lapho anikeze umlawuli wenqubomgomo yegesi noma yimiphi imininingwane engadingeka ukulandela lomthetho
nso,d tselatshepetšo ya go dira kgopelo ya thušo ya ditšhelete goba yeo e sego ya ditšhelete le morero o fe goba o fe wo o lego mabapi le kgopelo yeo le e morero o fe goba o fe wo o ka hlokagalago goba wo o ka šomegago go hlaloša tiragatšo ya maleba goba taolotshepetšo ya molao wo
afr,openbare betrekkinge ob - die proses waardeur jy n spesiale poging aanwend om met jou teikenmark te kommunikeer met artikels in die koerant oor jou produk en deur spesiale geleenthede wat bewustheid van jou produk verhoog en positiewe assosiasies met jou produk maak
ven,hu a tshifhinga tshe lushaka lwa vhavenda lwa didzhenisa kha nndwa na mavhuru musi makhado e murangaphanda itsho tshifhinga vhavenda vho vha vho rengiswa nga davhana we a vha e mukomana wa makhado ene o vha o dinalea nge a dzhielwa vhuhosi nga murathu
nso,thekgo ya tša taolo ya lekgotla e fiwa ke kgoro ya tša bokgabo setšo saense le thekenolotši dacst mathomong e be e wela ka tlase ga ditirelo tša polelo tša bosetšhaba tša dacst morago ga moo ya fetišetšwa go bolaodi phethiši bja bohwa bja dacst
tso,namuntlha hi kota ku famba hi ya fika en walungu hi nga chavi ku khomiwa namuntlha vantshwa va hina va kota ku famba va ya ematikweni yo hambana va ya cina diski dance hi khensa vamanana lava hi ku tiyisela ka vona translation of xitsonga paragraphs follows
ssw,bewupheleketele gogo wakho logulako kudokotela wetemdzabu bamnike emakhambi lekufanele awasile awahlanganise aphindze awapheke kute ente ngawo umutsi wekunatsa bhala indlela yekwakha lomutsi njengobe nilayelwe ngulodokotela wetemdzabu
ven,tshipida tsha tshi na ngeletshedzo dza fumithihi dza u shuma kha zwitshavha ngeletshedzo idzi dzo livhiswa kha mirado ya tshitshavha zwine zwa kwamea kha mbekanyamushumo ya cbnrm dzi do dovha hafhu dza vha dza ndeme kha mu¥we na mu¥we
sot,tshebetso e tswalwang ke metsetso e fetileng ntlha ena e akaretsa ditaba tse buuweng kopanong e fetileng eo ditho tsa komiti di neng di loketse ho fana ka tlaleho ho yona ho bonolo ho bona se bopang dintlha tse tswang metsotsong ka ho sheba mehato eo batho ba neng ba loketse ho e nka
tsn,kgotlhelego ya sekgoropa nama kana sethwe se na le diteng tsa mala kana mogodu moroto gala kana maši ka nako ya kgamolo e tshwanetse go thibelwa mme fa kgotlhelego e diragalang e tshwanetse go segiwa ka fa tlase ga tlhokomelo ya motlhatlhobi yo o kwadisitsweng mme e se tlhatswiwe ka metsi
ssw,kumele sitfutfukise kubambana nelive letfu lokufanako kwemtsetfosisekelo wetfu nekwetimphawu tavelonkhe ngemoya lonjalo sitawugcugcutela ingoma yesive nemjeka welive letfu kanye nato tonkhe letinye timphawu telive
afr,data-insamelaars en of waardeerders sal eiendomme van maandae tot saterdae tussen and besoek ingevolge die bepalings van die wet hulle sal duidelik uitkenbare beffies dra en sal ook identiteitskaarte hê met hul name en foto s daarop
ven,vho emelina vho ri u yela khishini avha vhavhili vha isa aḽa mafhungo phanḓa vha mbo ḓi ri kha ṅwana kha ri tou rali iwe iyai ha mma u vha vhudze uri u khou ṱama ṋama yo khuhu he vha ralo vha mu lavhelesa ari vha ḓo tenda
tso,vuyimeri i nchumu lowu yimeleke nchumu wo karhi vuyimeri hi nga byi kuma eka marito ya vanhu lava va nga thyiwa hikokwalaho ka ku yimela mhaka yo karhi kumbe ku yimela swiendlo swo karhi xikombiso hi nga byi kuma eka swihambukelo na le mapatwini laha byi nga kombisa hi mifungho yo karhi
eng,bill to establish the national space agency to determine its objects and functions to prescribe the manner in which it is to be managed and governed to regulate its staff matters and financial affairs and to provide for matters connected therewith
ven,mafhungoni a re afho ntha hu na madzinambumbano mararu ri neeni madzinambumbano mavhili fhedzi o nwalwahoni a nwale e kha mafhungo anu a pfalaho ni songo kopolola ayo mafhungo o newaho shumisani anu ni dovhe ni sumbedze na zwauri o vhumbiwa hani
afr,mediese uitgawes begrafniskoste vergoeding vir pyn lyding en verminking verlore inkomste verlies van onderhoud - as die broodwinner in die gesin sterf in n ongeluk wat deur iemand anders veroorsaak is kan die afhanklikes van die broodwinner eis vir verlies van onderhoud
ven,kha ri tevhedze muhumbulo wa nṱhesa we vho-madiba vha u lwela vhutshilo havho hoṱhe - muhumbulo wa nṱhesa wa demokirasi na lushaka lwo vhofholowaho hune vhathu vhoṱhe vha dzula vhoṱhe nga pfano vha na zwikhala zwi linganaho
zul,amafomu okufaka isicelo atholakala kunoma yiliphi ihhovisi lesekela lomsebenzi wolwazi ingasetshenziswa nekhophi yefomu ifomu eligcwalisiwe lokufaka isicelo lingaba nemininingwane eminingi kangangokuba ocelayo engakwazi ukuyiletha
ssw,faka akhatsi tikhungo tendzawo netemdzabu kanye netinchubo tendzawo kuyo yonkhe inchubo lwati lolungakahleleki njengalolo loluhlelekile kumle luhlolwe ngaphambi kwekutsi lwemukelwe ngalokuphelele yetama uvisise imehluko emkhatsini wekukholwa netinchubo telwati talabadlala indzima
zul,ukwenza imisebenzi yentuthuko yezenhlalakahle ifinyeleleke futhi itholwe ngabantu abahlala emaphandleni ezindaweni ezingaphandle kwamadolobha nasezakhiweni ezingahlelikile kanjalo nokuqinisekisa ngokulingana ekutholeni usizo
ven,zwiambaro zwa u ḓitsireledza zwi tea u ambariwa tshifhinga tshoṱhe musi hu tshi khou itwa mushumo wa u hwala kana u takula zwithu nga zwanḓa vha dzhiele nzhele mushumi muthihi a songo ambaraho magilafu na vhavhili vha si na magondolo
nso,go batho ka moka dijo di a kaywa mo mmeleng gomme tša fetoga go ba mohuta wa swikiri ye e bitšwago glucose ge swikiri ye e lego mading a motho e eya godimo kudu setho se se bitšwago lebete se ntšha seela se se bitšwago insulin insulin e laola seemo sa swikiri mading
ssw,wonkhewonkhe unelilungelo lekusebentisa lulwimi nekutimbandzakanya emishikashikeni yelisiko latikhetsele lona kepha kute umuntfu lotawutsakasela lawa malungelo ngendlela lengahambisani nanobe ngusiphi simiso selucwebu lwemalungelo eluntfu
sot,elellwa le ho phepetsa puo e patehileng e fehlang maikutlo le puo e nang le tshusumetso puo e leeme e nang le tshekamelo le ho tadima dintho ka lehlakore le le leng feela jwalo ka propaganda le dipapatso
nbl,itjhatha yabongazimbi kunye nomtlolo wamazinga aneleko kumathuluso aqakathekileko wokugandelela nokuhlanganisa amalungelo neembophelelo ezikhambelana nomsebenzi onikelwa abongazimbi bobulelelsi esewula afrika itjhatha yabongazimbi bobulelesi ikhambisana nokusebenza kwesigaba somthetho sisekelo
ssw,lapho umcashi aniketa lusito lwetempilo njengencenye yenzuzo yesisebenti kumele aciniseke kwekutsi lolusito alubandlululi ngalokubonakalako nangalokungabonakali kunanobe ngumuphi umuntfu ngenca yesimo sakhe se-hiv
afr,vanaf links is mnr frans kruger institusionele direkteur regskantoor nwu mnr andré van der merwe dm kisch prof annette combrink rektor potchefstroomkampus nwu en prof francois venter dekaan fakulteit regte potchefstroomkampus nwu
tsn,batho ba naga eno ba romile puso ya rona gore e diragatse diphetogo tse di tla tokafatsang boleng jwa matshelo a maaforika borwa otlhe molao ono o tla tiisa motheo ono o o tiileng o re agelelang mo godimo ga ona mo maitekong a rona a puso e e lolameng e e maikarabelo
nbl,umfazi nendoda emtjhadweni wesimuslimu bayalingana ngokwesithunzi somuntu begodu bobabili ngokwesisekelo sokulingana banejamo elizeleko amandla nokuzijamela ngokweemali kufaka hlangana amandla wobunikazi nokuzuza ipahla nokuyilahla ukwenza iimvumelwano kanye nokuzijamela ngokomthetho
nso,moithuti meputso khoutu o kgonne go fihlelela ditekolo ka dihlora - khoutu o fihleletše ditekolo ka botlalo - khoutu o kgonne go fihlelela bontši bja ditekolo - khoutu o fihleletše bontši bja ditekolo - khoutu o lekile go fihlelela bontši bja ditekolo
xho,keli s bu mfondini utata nomama ndithi ndibuya ekudlaleni ndifike betiphile kungoko ke kungekho bani undibuza nto kwaye nokuba kwenzekile ukuba lindibone itopi xa ndifika livela nje lithi heyi kwedini uvelaphi wena ebusuk pha awuyazukub kuphelele apho kusasa alisayazi yonke lonto
tsn,go ka alafiwa peo e e yang go jalwa ka sebolayatshenekegi kgotsa sebolayatshenekegi se ka tshelwa mo forong ka nako ya jalo dibokosegi di ka laolwa ka go di tshelela jarelo mo godimo ga mmu mo moleng masimo a mmidi le ona a ka kgatshiwa ka seboloyatshenekegi e e maleba
zul,kulokho kuthula okungaka okwakulapho ngaphandle kwamankonyane ayeklabalasa emaqeleni kwezwakala ukukhala kweselula bonke abantu baqalaza bambona uzimu ekhipha ugodo lweselula engumhlobo omdala abanye bafikelwa yinsini ukubona iselula enjeyana eyayisiqanjwe amagama amaningi ngenxa yobukhulu bayo
eng,general mowing and cutting of grass on trunk road section from km to km de rust to uniondale nb a compulsory tenderers meeting will be held on wednesday august at in the municipal library hall voortrekker street oudtshoorn tender documents will be sold at r per set this amount will not be refunded
zul,ngicela ungedlulisele ukudabuka kwami okukhulu kumalumekazi nakumzala untozakhe nakubo bonke ekhaya ningangabazi nakanci ukungithinta uma kukhona enifisa ukuba nginisize ngakho kulesi sikhathi esinzima kangaka
zul,a lowo oqhuba umsebenzi omncane wokuthutha ngomoya nofisa ukusebenza ngaleyo ndiza ngaphakathi kwemingcele ye-rvsm uyoqinisekisa ukuthi ithimba labasizi elisiza kuleyo ndiza liphothule uqeqesho ngendlela echazwe kusomqulu sa-cats-ops
tso,ku tshikelela tiyisisa matimba lawa rifu ri nga na wona ku tiyisisa leswaku ku hava munhu loyi a nga lawulaka rifu ku komba leswaku mutsari u vulavula a kongoma rifu u vulavula na rona a nga ri jikajiki kumbe ku ri gega
tso,ndzi khensa vamanana va afrika dzonga ngopfu va anc women s league lava nga lwela mhaka yo famba hi tipasi laha loko u nga ri na pasi a wu nga koti ku vhaka a wu tsandzeka na ku ya ezoo ya pitori u ri karhi u tshama emamelodi kumbe ephelindaba
tso,manana munene mana wa vana va mina nkatanga ndzi khongelele ndzi endlele xikhongelo ringeta ku ndzi kutsula emalangavini ya ndzilo lowu ndzi ngheneke eka wona ndza tshwa ndza pfurha ndzi wele endzeni ka khele ra tihele ndza ha hanya laha misaveni
ssw,sibonelo ligama lelive emagama etifundza nemagama etindzawo tasemakhaya kanye naletintfo letiwela ngaphasi kwelulawulo lwetiphatsimandla tabohulumende basemakhaya njengetitalada tindlu tabomasipala tikwayela tindzawo tekuphumula ematfuna
nso,tšweletša le go botšiša dipotšišo tša go tsenelela le go fetola ditebelelo go akaretšwa go hlohla ditumelo le ditlwaelo tšeo di bonwago di kwewago le tše di balwago le go tsinkela dikgopolo tša gagwe ge e ba ke tša maleba morago ga go kwa goba go bala dikgopolo tša ba bangwe
afr,belangstellende besighede moet by die departement van omgewingsake en toerisme aansoek doen om as deelnemers aan die skema te registreer aansoeke om registrasie sal geëvalueer word om seker te maak dat hulle aan die vereistes voldoen en aansoekers sal verwittig word of hulle aanvaar is of nie
sot,bareki ba fepelwang ho tswa ho marangrang a tsamayang hodimo ba tshwanetse ho lebella kgaolelo ya phepelo ya motlakase ya qobello ka makgetlo a sa feteng a ka selemo mme nako eo ba kgaolelwang phepelo eo ya motlakase palo yohle ya yona ha ya tshwanela ho feta dihora tse selemong seo
eng,anti-avoidance the proposed legislation closes certain pressing domestic and cross-border restructuring schemes this aspect of the legislation is addressed in another simultaneous media release called taxation laws amendment bills company restructuring measures
zul,le ndlela yokwenza njengoba ichazwe kuhlelo lwecebo lokwenza umsebenzi olwethulwe ephalamende ikhombisa ukugxila ngokucacile ekuqedeni ubugebengu obuhleliwe ubugebengu obunzima kanye nobunodlame ubugebengu bezezimali kanye nodlame olubhekiswe kwabesifazane kanye nezingane
afr,aid for aids afa is n miv vigs-siektebestuursmaatskappy wat vir gems werk om vir jou die vertroulike ondersteuning te bied wat jy nodig het as jy miv-positief is hulle kan ook help indien jy bloot meer inligting oor die siekte verlang
sot,setifikeiti sa matlha sa bokgoni lengolo la ho kgethwa ho ba motho ya seng a na le boikarabelo ba sona haebe sethunya seo o se fumane e le lefa dinepe tse pedi tse hlakileng tsa boholo ba dinepe tsa phasepoto mme e le tsa mmala tse nkuweng nakong e ka tlase ho dikgwedi tse tharo
xho,izibonelelo zenzelwa iimviwo ukuya emagumbini okufunda uphando izizathu zemidlalo ukufuduka ilungu lembumba yabasebenzi ukuthabatha inxaxheba kunyulo lwabaphathi boomasipala kanti nezinye iinjongo ezingaxelwanga apha
tso,mutsarisi nwini wa muchini wo gembula kumbe divhayisi yo gembula u fanele ku tiyisisa leswaku vunwini matirhiselo nhlayiso ni vufakazi bya divhayisi yaleyo swi fambelana ni nawu lowu ku ya hi ku landza vuhundziseli byinwana na byinwana lebyi tsarisiweke bya vunwini ku ya hi xihluvi lexi
tso,matimba wahi kumbe wahi lama tirhisiwaka kumbe ntirho lowu nga endliwa kumbe ku lerisa vurhumiwa kumbe hi ku landza ntirho lowu ehleketiweke hi vuenti eka xiyengentsongo xa ma fanele ku tekiwa tanihi loko ma endliwile kumbe ma tirhiwile hi khomixinari
afr,gespesialiseerde binne- en buitepasiëntdienste vir sekere geestesongesteldhede is ook beskikbaar by die universiteit van kaapstad se departement sielkunde by groote schuur hospitaal stellenbosch universiteit se departement sielkunde en by tygerberg hospitaal
nso,ge letona le ntšha setifikeiti sa tlogelo le swanetše go bušetša karolo ya kgonegišo ya ditšhelete yeo e akantšwego ka go karolo ka ge e ka no ba e sa šomišwe go mong wa tokelo ya go nyaka diepšane tokelo ya go epa phemiti ya tshwaro goba phemiti ya go epa
afr,dit is daarom ook dan dat die reaksie van sommige leiers om die waarheids-en-versoeningskommissie af te maak as n heksejag op afrikaners so jammerlik en so afbreukend is ek hoef nie te herhaal wat ek in die parlement gese het nie geen groep staan kollektief in die beskuldigde-bank nie
xho,izicelo zovula malunga nenyanga yedwarha kunyaka ongaphambi kwalowo uceba ukufunda kuwo izibhengezo ezazisa ngale nkxaso-mali ziya kuvela kumaphepha-ndaba eli phondo afana nedie burger iweekend argus kwakunye namanye amaphepha-ndaba asekuhlaleni
ssw,hheyi wena ungafuni kungichitsela sikhatsi sami ngelite usho kutsimine ngibone ngani kutsi awenti bugebengu kuloko lokwentako mhlawumbe utfunyelwe ngulomunye-nje umuntfu kutsi utembhalela ngobe wena sewaphasa kadzeni e-unisa
eng,we have come through the worst of this storm and although we have suffered some damage we expect calmer waters for the remainder of this year we are also projecting that the economy will begin to recover next year albeit slowly
tso,xiya-xiya loko matsalwa ya masungulo ya nghenisiwile fomo ya xikombelo yi fanele yi rhumeriwa hi poso tikopi ta ntiyiso leti nga tiyisisiwa ti ri ta ntiyiso hi majisitarata mululamisi wa ku rhula kumbe khomoxinara wo hlambanya ti ta amukeriwa
sot,molefi tjhe ke maswabi haholo monna hoba le nna ke le tjena ha ho letho leo nka le etsang etswe ke kgale ke o kgalema hore o itshole tabeng tse hole le wena yaba o ikwala ditsebe ka leshoma ako bone feela sekgobo seo o itjarisitseng sona hona jwale ka lebaka la manganga ana a hao
tso,presidente wa khoto ya vumbiwa u fanele ku fambisa nhlawulo wa presidente kumbe a veka muavanyisi un wana ku endla sweswo endlelo leri ri andlariweke eka xiyenge xa a xa xedulu xa ra tirha aku hlawuriweni ka presidente
sot,b ditaba tseo ho ka shejanwang le tsona tumellanong ya boemo ba tshebeletso mme tse ka kenyelletsang maemo a amohelehileng ditsela tse hlokehang le dibeo tsa ho lekanya le ho lekola ho phethw aha mesebetsi ya sascoc ka ho ya ka molao ona
afr,die wkod bied beurse aan behoeftige leerders n aantreklike en veilige leeromgewing vervoer van en na die naaste spoorwegstasies vir dagleerders ervare hoogs-gekwalifiseerde personeel moderne fasiliteite en uitstekende sport- en ontspanningsfasiliteite
tso,matikhomele ya vatirhi emintirhweni ni le handle yi fanele ku va leyi mfumo lowu nga kona na vanhu va tiko va nga ta va tshembha leswaku va tirha mintirho ya vona hi ku tshembheka leyi nga na xikongomelo xinwe xa ku korhokela va-aki hi ndlela leyi enetisaka
zul,lo mshwana unikeza ukuvikelwa okukhethekile ezindaweni ezikhethwe ngumkhandlu njengezinezinto ezingamagugu kanye nalezo zinto ngokubona komkhandlu ezinezinto ezibalulekile ezingamagugu zesifundazwe kodwa okungezona ezikahulumeni wesifundazwe noma ezikamaziphathe
eng,the directorate for police safety was also established within the crime prevention division in it was tasked with identifying and implementing measures to prevent attacks on and the killing of police officials
xho,iinkozo kufuneka zinciphe isiqulatho sokufuma ukuze zifikelele kuphuhliso olugqibeleleyo ngokwendalo ukoma kwenzeka malunga ne- ngeveki ukufikelela kumgangatho wama- ukuze emva koko icothe inkqubo yokoma
tsn,botlhokwa jwa letsatsi ke go amogela dintlha tsa setso sa aforika borwa tse di ka tshwarwang le tsa di sa tshwarweng ka mabogo se se akaretsa tlhagiso ya boitlhamedi go ja boswa jwa histori ya rona puo dijo tse re di jang gammogo le lefatshe le re nnang mo go lone
ven,arali muofisiri wa khorotshitumbe wa lushaka nga u shumisa maana a waranthi yo ewaho nga khethekanyo hukhu ya a dzhena kana a setsha fhethu huwe na huwe a nga shumisa maana arali zwi tshi kombetshedza u itela u tendelwa u dzhena kana u setsha
nbl,abalawuli bekoro yezefundo nebandulo i-seta bahlela bebakghonakalisa ukusekelwa ngeemali kwama-learnership ngehlangothini ethileko lezomnotho isibonelo zokuthutha namkha zokuvakatjha nokutlhogonyelwa kweemvakatjhi begodu baqinisekisa bona ibandulo lisezingeni lebubulo ukuqinisekisa ikhwalithi
